"from_geneSymbol","to_geneSymbol","combined_score"
"HIF1A","CASP3",720
"HIF1A","PDGFB",706
"HIF1A","EGLN3",999
"HIF1A","PIM1",912
"HIF1A","MDM2",999
"HIF1A","TP53",999
"HIF1A","CTNNB1",997
"HIF1A","GAPDH",718
"HIF1A","SLC16A4",730
"HIF1A","MMP9",718
"HIF1A","AR",861
"HIF1A","IGF1",700
"HIF1A","NOS3",968
"HIF1A","HSP90AB1",936
"HIF1A","FOS",971
"HIF1A","NQO1",697
"HIF1A","FBP1",857
"HIF1A","HDAC1",994
"HIF1A","EGLN2",999
"MDH1","ALDH5A1",844
"MDH1","PC",967
"MDH1","ADH5",727
"MDH1","PDHB",764
"MDH1","GLTP",676
"MDH1","LDHAL6B",801
"MDH1","ME3",975
"MDH1","ME1",977
"MDH1","GPD1",665
"MDH1","GOT1",989
"MDH1","NDUFB5",863
"MDH1","IDH3A",765
"MDH1","ESD",690
"MDH1","FBP1",687
"MDH1","LDHC",784
"MDH1","ME2",953
"MDH1","TP53",851
"MDH1","PCK1",951
"MDH1","GAPDH",750
"MDH1","NDUFA12",705
"MDH1","SOD1",958
"MDH1","HIBADH",775
"MDH1","ASL",839
"MDH1","PKLR",712
"PDE10A","ADCY1",833
"PDE10A","AADAT",701
"PDE10A","GMPR",712
"PDE10A","NPR2",743
"PDE10A","GUCY2C",736
"PDE10A","ENPP1",668
"KIF1A","TUBA1A",915
"KIF1A","AGXT",705
"C1R","C1QA",991
"C1R","C1QC",975
"C1R","C1QB",973
"C1R","CRP",944
"CACNB4","CACNB2",817
"CACNB4","CACNA1B",919
"CACNB4","CACNA1A",987
"CACNB4","SCN2A",685
"CACNB4","CACNA1F",966
"CACNB4","CACNA1D",965
"CACNB4","CACNA1C",969
"CACNB4","CACNA2D2",961
"CACNB4","CACNB3",945
"ME3","MDH1",975
"ME3","PC",963
"ME3","PDHB",930
"ME3","H6PD",678
"ME3","LDHC",836
"ME3","LDHAL6B",852
"ME3","AK1",700
"ME3","G6PD",794
"ME3","ME2",809
"ME3","DCXR",670
"ME3","ME1",810
"ME3","PDHA2",922
"ME3","PKLR",965
"NR1H4","SLC2A2",748
"NR1H4","FABP6",976
"NR1H4","APOA1",672
"NR1H4","RXRA",992
"NR1H4","RXRB",953
"NR1H4","FGFR4",925
"NR1H4","GC",697
"NR1H4","CYP3A4",699
"NR1H4","ALB",846
"NR1H4","ABCC2",807
"NR1H4","CTNNB1",808
"NR1H4","FGA",715
"VDR","CTNNB1",985
"VDR","TP53",861
"VDR","RARA",913
"VDR","CASR",745
"VDR","RARG",918
"VDR","GC",976
"VDR","RARB",910
"VDR","REN",877
"VDR","RXRB",937
"VDR","RXRA",998
"VDR","SRC",871
"MGAM","ACE",690
"MGAM","AMY2A",982
"MGAM","DPP4",879
"MGAM","HK1",670
"MGAM","GAA",907
"APAF1","CASP3",996
"APAF1","KIT",728
"APAF1","BCL2L2",850
"APAF1","AKT1",965
"APAF1","BCL2L1",999
"APAF1","CYCS",999
"APAF1","TP53",974
"RDH12","RETSAT",940
"RDH12","LRAT",975
"RDH12","ALDH1A1",935
"RDH12","CYP26A1",936
"RDH12","RDH5",858
"RDH12","ALDH1A3",935
"KRT8","PLAU",841
"KRT8","ERBB2",677
"KRT8","CFTR",941
"ALDH6A1","ACSS2",923
"ALDH6A1","MCCC2",703
"ALDH6A1","GPT2",708
"ALDH6A1","HIBADH",997
"ALDH6A1","ACSS1",923
"ALDH6A1","GOT1",800
"ALDH6A1","PCCA",959
"ALDH6A1","ACACB",931
"ALDH6A1","ACAT1",932
"ALDH6A1","ALDH2",961
"ALDH6A1","NME1",688
"ALDH6A1","PCCB",971
"ALDH6A1","ALDH1B1",943
"BDKRB2","F2",823
"BDKRB2","EDN1",861
"BDKRB2","KLK1",704
"BDKRB2","NOS3",985
"BDKRB2","ACE",878
"IL11RA","IL13",764
"PGF","IGF1R",707
"PGF","FGFR2",688
"PGF","ERBB2",739
"PGF","FOS",670
"PGF","MET",745
"PGF","FLT4",915
"PGF","PIK3R1",905
"PGF","TEK",871
"PGF","FLT3",728
"PGF","PDGFRB",782
"PGF","KIT",792
"MC1R","KIT",764
"AKT1","GAPDH",913
"AKT1","HRAS",895
"AKT1","CTNNB1",996
"AKT1","APAF1",965
"AKT1","MDM2",998
"AKT1","TP53",989
"AKT1","PDGFB",952
"AKT1","IL2RA",944
"AKT1","CYCS",806
"AKT1","HSP90B1",937
"AKT1","PIK3R1",996
"AKT1","BRAF",810
"AKT1","ALB",792
"AKT1","PDGFRB",937
"AKT1","MMP9",815
"AKT1","CTBP1",792
"AKT1","AR",979
"AKT1","SOD1",957
"AKT1","HSP90AB1",983
"AKT1","APOE",665
"AKT1","STAT5B",811
"AKT1","PPP2CA",997
"AKT1","EIF4E",827
"AKT1","BAD",994
"AKT1","CD19",958
"AKT1","NOS3",999
"AKT1","IGF1",878
"AKT1","CD44",807
"AKT1","ITGB3",969
"AKT1","PTPN1",975
"AKT1","RARA",968
"AKT1","AXIN1",975
"AKT1","ITGA2B",935
"AKT1","PTPN11",978
"AKT1","MSTN",710
"AKT1","FOS",711
"AKT1","WAS",921
"AKT1","CD86",829
"AKT1","PIK3CB",993
"AKT1","BCL2L1",998
"AKT1","TLR4",742
"AKT1","CD40LG",947
"AKT1","HIF1A",990
"AKT1","EDN1",966
"AKT1","HDAC3",666
"AKT1","RARG",920
"AKT1","FASN",679
"AKT1","IL2RG",932
"AKT1","CD40",956
"AKT1","ESR2",872
"AKT1","RHOA",995
"AKT1","LCK",939
"AKT1","CD4",697
"AKT1","SRC",985
"AKT1","RB1",955
"AKT1","CAT",972
"AKT1","IRS1",960
"AKT1","EDNRA",937
"AKT1","CDH5",757
"AKT1","LAMA1",911
"AKT1","FLT3",707
"AKT1","RARB",921
"AKT1","KIT",758
"AKT1","CASP3",935
"AKT1","PTGES3",943
"AKT1","PIK3CD",939
"AKT1","RXRA",934
"AKT1","RXRB",912
"ITGB3","PDGFRB",946
"ITGB3","PLAUR",961
"ITGB3","PIK3R1",910
"ITGB3","PLAU",930
"ITGB3","PTK2",996
"ITGB3","COL3A1",943
"ITGB3","HRAS",794
"ITGB3","PDGFB",923
"ITGB3","LAMA5",755
"ITGB3","ITGA2B",999
"ITGB3","SYK",993
"ITGB3","PTPN1",943
"ITGB3","HMGB1",908
"ITGB3","PTPN11",784
"ITGB3","FGA",951
"ITGB3","IGF1",968
"ITGB3","VWF",969
"ITGB3","CD44",726
"ITGB3","ITGB7",907
"ITGB3","RHOA",953
"ITGB3","TLR4",727
"ITGB3","MAP2K1",662
"ITGB3","IGF1R",942
"ITGB3","SLC6A4",876
"ITGB3","FGB",940
"ITGB3","PRKCA",720
"ITGB3","LAMA1",755
"ITGB3","LGALS3",733
"ITGB3","SRC",999
"ITGB3","AKT1",969
"ITGB3","FGG",975
"ITGB3","LAMC1",940
"ITGB3","CD9",792
"ITGB3","PEBP1",910
"ITGB3","IRS1",946
"PSENEN","CTNNB1",918
"PSENEN","BACE1",859
"EGLN2","PRKCA",866
"EGLN2","HIF1AN",710
"EGLN2","EGLN3",928
"EGLN2","HIF1A",999
"FPR1","P2RY2",911
"FPR1","TLR8",703
"FPR1","CSF3R",687
"FPR1","CCL11",906
"FPR1","ADRBK1",966
"FPR1","F2",945
"FPR1","ADRA1B",905
"FPR1","AGTR2",900
"FPR1","ADRB2",914
"FPR1","CCR2",681
"FPR1","PLAUR",984
"FPR1","CHRM1",908
"FPR1","CCR5",924
"FPR1","PTGER1",905
"FPR1","EDN1",903
"FPR1","TNFRSF1B",918
"FPR1","HRAS",904
"H6PD","GAPDH",963
"H6PD","SORD",663
"H6PD","PKLR",952
"H6PD","IDH3A",708
"H6PD","LDHC",887
"H6PD","G6PD",938
"H6PD","GNPDA1",850
"H6PD","PDHA2",880
"H6PD","HK1",926
"H6PD","PDHB",889
"H6PD","ME3",678
"H6PD","TXNRD1",733
"H6PD","LDHAL6B",892
"OAZ1","PSMB1",911
"SLC38A3","SCN11A",766
"AMY2A","GAA",891
"AMY2A","MGAM",982
"GRIA3","GRM8",664
"GRIA3","MDM2",900
"GRIA3","GRIN1",845
"GRIA3","GRM5",666
"GRIA3","GRIN2C",817
"GRIA3","GRIA2",995
"GRIA3","PRKCA",924
"GRIA3","GRIA1",960
"PTGES3","PRKCA",903
"PTGES3","AKT1",943
"PTGES3","CALR",712
"PTGES3","PPIG",876
"PTGES3","IFNG",902
"PTGES3","PTGS1",995
"PTGES3","HSP90AB1",998
"PTGES3","AR",921
"PTGES3","HSP90B1",713
"PTGES3","CBR1",929
"PTGES3","PPP5C",984
"MGST2","GSTA2",732
"MGST2","GSTO1",812
"MGST2","GSTM1",755
"MGST2","GSTM4",759
"MGST2","GPX6",684
"MGST2","GSTA1",768
"MGST2","ADH5",717
"MGST2","ADH1C",668
"MGST2","CYP2A6",664
"MGST2","GPX1",674
"MGST2","GPX3",672
"MGST2","GSTA5",769
"MGST2","ADH7",669
"MGST2","ALDH3A1",718
"MGST2","GSTM2",789
"MGST2","GSTA4",790
"MGST2","GPX2",759
"PRLR","IRS1",843
"PRLR","SRR",720
"PRLR","SRC",709
"PRLR","STAT5B",957
"PRLR","IL3",720
"PRLR","GHR",706
"PRLR","PTPN11",811
"GALE","B4GALT1",938
"GALE","UGDH",985
"GHR","GHSR",674
"GHR","PTPN11",743
"GHR","PTPN1",723
"GHR","IRS1",949
"GHR","PRLR",706
"GHR","IGF1",861
"GHR","STAT5B",988
"GHR","PIK3R1",948
"GHR","IGF1R",792
"FURIN","F7",914
"FURIN","ANTXR1",967
"FURIN","SCNN1G",720
"FURIN","BACE1",968
"FURIN","ANTXR2",976
"FURIN","MSTN",695
"FURIN","F2",926
"FURIN","F10",909
"FURIN","PDGFB",923
"FURIN","PROS1",921
"BTK","FOS",927
"BTK","PIK3CB",948
"BTK","WAS",998
"BTK","CD86",690
"BTK","TLR8",885
"BTK","SYK",973
"BTK","FCER1G",961
"BTK","CD19",910
"BTK","DAPP1",697
"BTK","PIK3R1",925
"BTK","HRAS",955
"BTK","PIK3CD",964
"BTK","ITK",921
"BTK","TLR9",756
"BTK","SRC",941
"BTK","CD40",794
"BTK","LCK",914
"BTK","TLR4",866
"BTK","CD40LG",670
"MUC1","TNFRSF1B",911
"MUC1","CTNNB1",998
"MUC1","ABL1",781
"MUC1","FGFR3",828
"MUC1","TP53",985
"MUC1","MSLN",713
"MUC1","LGALS3",989
"MUC1","SRC",995
"MUC1","ERBB2",970
"MUC1","NME1",718
"MUC1","SFTPD",769
"MUC1","SELE",969
